{'7_oilPressure_ch': '0.0', '6_oilPressure_ch': '0.0', 'time': '8-16-13-25', '2_oilPressure_ch': '5.18', 'Number': 25736, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '4.12', '8_oilPressure_ch': '0.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '0.0'}
{'7_oilPressure_ch': '79.6', '6_oilPressure_ch': '48.7', 'time': '8-16-15-30', '2_oilPressure_ch': '11.2', 'Number': 38311, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '40.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '48.4'}
{'7_oilPressure_ch': '79.5', '6_oilPressure_ch': '48.9', 'time': '8-16-15-30', '2_oilPressure_ch': '11.3', 'Number': 38312, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '47.9'}
{'7_oilPressure_ch': '79.7', '6_oilPressure_ch': '49.4', 'time': '8-16-15-30', '2_oilPressure_ch': '12.0', 'Number': 38313, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '48.4'}
{'7_oilPressure_ch': '79.7', '6_oilPressure_ch': '49.6', 'time': '8-16-15-30', '2_oilPressure_ch': '11.5', 'Number': 38314, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '39.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '48.1'}
{'7_oilPressure_ch': '79.0', '6_oilPressure_ch': '49.4', 'time': '8-16-15-30', '2_oilPressure_ch': '11.7', 'Number': 38315, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.1', '8_oilPressure_ch': '39.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '47.7'}
{'7_oilPressure_ch': '79.3', '6_oilPressure_ch': '49.9', 'time': '8-16-15-30', '2_oilPressure_ch': '10.7', 'Number': 38316, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.5', '8_oilPressure_ch': '39.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '46.8'}
{'7_oilPressure_ch': '79.3', '6_oilPressure_ch': '49.8', 'time': '8-16-15-30', '2_oilPressure_ch': '12.1', 'Number': 38317, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '46.0'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '50.5', 'time': '8-16-15-30', '2_oilPressure_ch': '11.4', 'Number': 38318, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '45.8'}
{'7_oilPressure_ch': '79.9', '6_oilPressure_ch': '50.9', 'time': '8-16-15-30', '2_oilPressure_ch': '11.5', 'Number': 38319, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '40.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '45.3'}
{'7_oilPressure_ch': '79.9', '6_oilPressure_ch': '51.0', 'time': '8-16-15-30', '2_oilPressure_ch': '12.0', 'Number': 38320, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '44.6'}
{'7_oilPressure_ch': '79.9', '6_oilPressure_ch': '51.7', 'time': '8-16-15-30', '2_oilPressure_ch': '11.6', 'Number': 38321, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '39.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '45.3'}
{'7_oilPressure_ch': '79.6', '6_oilPressure_ch': '51.4', 'time': '8-16-15-30', '2_oilPressure_ch': '12.7', 'Number': 38322, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '43.4'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '52.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38323, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '43.2'}
{'7_oilPressure_ch': '79.7', '6_oilPressure_ch': '52.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38324, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '42.9'}
{'7_oilPressure_ch': '79.7', '6_oilPressure_ch': '52.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.1', 'Number': 38325, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '40.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '42.2'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '52.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.6', 'Number': 38326, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '42.4'}
{'7_oilPressure_ch': '79.9', '6_oilPressure_ch': '52.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38327, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '40.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '41.4'}
{'7_oilPressure_ch': '80.0', '6_oilPressure_ch': '52.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38328, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '40.8'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '53.0', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38329, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '40.4'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '53.6', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38330, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '40.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '39.9'}
{'7_oilPressure_ch': '79.8', '6_oilPressure_ch': '53.4', 'time': '8-16-15-31', '2_oilPressure_ch': '12.2', 'Number': 38331, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '40.2'}
{'7_oilPressure_ch': '80.0', '6_oilPressure_ch': '53.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38332, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '39.6'}
{'7_oilPressure_ch': '80.5', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38333, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '39.5'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '54.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38334, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '39.2'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.1', 'Number': 38335, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.7'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '54.1', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38336, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '8_oilPressure_ch': '40.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.7'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '54.4', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38337, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.7'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38338, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '41.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.0'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '54.5', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38339, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.5'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '54.3', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38340, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '39.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.0'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38341, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '41.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.2'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '54.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38342, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.0'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '12.8', 'Number': 38343, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.1'}
{'7_oilPressure_ch': '80.9', '6_oilPressure_ch': '54.4', 'time': '8-16-15-31', '2_oilPressure_ch': '10.7', 'Number': 38344, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '41.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.0'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '54.4', 'time': '8-16-15-31', '2_oilPressure_ch': '12.4', 'Number': 38345, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.1', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.3'}
{'7_oilPressure_ch': '80.3', '6_oilPressure_ch': '53.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38346, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.7'}
{'7_oilPressure_ch': '80.3', '6_oilPressure_ch': '53.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.3', 'Number': 38347, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '41.1', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.8'}
{'7_oilPressure_ch': '80.8', '6_oilPressure_ch': '54.2', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38348, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '41.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.6'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '54.3', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38349, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.1'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '53.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38350, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.4'}
{'7_oilPressure_ch': '80.9', '6_oilPressure_ch': '54.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38351, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '42.1', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.8'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '53.6', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38352, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.4'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '53.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.4', 'Number': 38353, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '41.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.3'}
{'7_oilPressure_ch': '81.3', '6_oilPressure_ch': '53.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38354, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.6'}
{'7_oilPressure_ch': '80.3', '6_oilPressure_ch': '53.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.6', 'Number': 38355, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '41.1', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.9'}
{'7_oilPressure_ch': '80.8', '6_oilPressure_ch': '53.4', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38356, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '41.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.2'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '53.0', 'time': '8-16-15-31', '2_oilPressure_ch': '12.4', 'Number': 38357, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.1'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '52.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38358, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '41.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.0'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '52.5', 'time': '8-16-15-31', '2_oilPressure_ch': '12.8', 'Number': 38359, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.1', '8_oilPressure_ch': '41.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.0'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '51.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38360, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.0'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '51.7', 'time': '8-16-15-31', '2_oilPressure_ch': '11.8', 'Number': 38361, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '41.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.6'}
{'7_oilPressure_ch': '80.5', '6_oilPressure_ch': '51.5', 'time': '8-16-15-31', '2_oilPressure_ch': '11.9', 'Number': 38362, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.8'}
{'7_oilPressure_ch': '80.1', '6_oilPressure_ch': '50.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38363, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '41.0', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.5'}
{'7_oilPressure_ch': '80.8', '6_oilPressure_ch': '50.5', 'time': '8-16-15-31', '2_oilPressure_ch': '12.2', 'Number': 38364, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '8_oilPressure_ch': '41.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.5'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '49.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.1', 'Number': 38365, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '40.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.1'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '49.4', 'time': '8-16-15-31', '2_oilPressure_ch': '12.6', 'Number': 38366, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.2', '8_oilPressure_ch': '41.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.3'}
{'7_oilPressure_ch': '80.3', '6_oilPressure_ch': '49.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.6', 'Number': 38367, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.2'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '48.4', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38368, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '8_oilPressure_ch': '41.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.0'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '48.3', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38369, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '41.2', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.3'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '47.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38370, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.7', '8_oilPressure_ch': '40.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.2'}
{'7_oilPressure_ch': '80.9', '6_oilPressure_ch': '47.3', 'time': '8-16-15-31', '2_oilPressure_ch': '12.0', 'Number': 38371, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.9', '8_oilPressure_ch': '41.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.9'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '47.1', 'time': '8-16-15-31', '2_oilPressure_ch': '11.1', 'Number': 38372, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.3'}
{'7_oilPressure_ch': '80.4', '6_oilPressure_ch': '45.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.6', 'Number': 38373, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '41.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.3'}
{'7_oilPressure_ch': '81.2', '6_oilPressure_ch': '46.1', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38374, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '41.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.8'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '45.4', 'time': '8-16-15-31', '2_oilPressure_ch': '10.9', 'Number': 38375, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.0'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '44.6', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38376, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '41.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.4'}
{'7_oilPressure_ch': '80.6', '6_oilPressure_ch': '44.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38377, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.1'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '43.1', 'time': '8-16-15-31', '2_oilPressure_ch': '11.6', 'Number': 38378, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.3', '8_oilPressure_ch': '41.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.1'}
{'7_oilPressure_ch': '81.4', '6_oilPressure_ch': '44.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38379, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.8', '8_oilPressure_ch': '41.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.0'}
{'7_oilPressure_ch': '80.2', '6_oilPressure_ch': '42.6', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38380, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.5'}
{'7_oilPressure_ch': '81.4', '6_oilPressure_ch': '42.4', 'time': '8-16-15-31', '2_oilPressure_ch': '10.7', 'Number': 38381, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '42.1', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.3'}
{'7_oilPressure_ch': '80.9', '6_oilPressure_ch': '42.6', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38382, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.8', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.9'}
{'7_oilPressure_ch': '80.7', '6_oilPressure_ch': '41.1', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38383, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '41.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '33.9'}
{'7_oilPressure_ch': '81.7', '6_oilPressure_ch': '42.0', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38384, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '41.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.8'}
{'7_oilPressure_ch': '80.9', '6_oilPressure_ch': '40.7', 'time': '8-16-15-31', '2_oilPressure_ch': '12.7', 'Number': 38385, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '15.0', '8_oilPressure_ch': '40.6', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.5'}
{'7_oilPressure_ch': '81.8', '6_oilPressure_ch': '40.9', 'time': '8-16-15-31', '2_oilPressure_ch': '10.8', 'Number': 38386, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.5', '8_oilPressure_ch': '41.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.5'}
{'7_oilPressure_ch': '81.0', '6_oilPressure_ch': '40.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38387, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.0'}
{'7_oilPressure_ch': '81.8', '6_oilPressure_ch': '39.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38388, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '41.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '34.8'}
{'7_oilPressure_ch': '81.9', '6_oilPressure_ch': '40.3', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38389, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.2', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.1'}
{'7_oilPressure_ch': '81.6', '6_oilPressure_ch': '38.9', 'time': '8-16-15-31', '2_oilPressure_ch': '11.7', 'Number': 38390, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.5', '8_oilPressure_ch': '41.5', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '35.7'}
{'7_oilPressure_ch': '82.5', '6_oilPressure_ch': '40.4', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38391, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '41.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '37.3'}
{'7_oilPressure_ch': '81.4', '6_oilPressure_ch': '38.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38392, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.7', '8_oilPressure_ch': '40.9', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '36.9'}
{'7_oilPressure_ch': '82.9', '6_oilPressure_ch': '39.8', 'time': '8-16-15-31', '2_oilPressure_ch': '11.2', 'Number': 38393, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '13.9', '8_oilPressure_ch': '41.7', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '38.5'}
{'7_oilPressure_ch': '81.8', '6_oilPressure_ch': '38.5', 'time': '8-16-15-31', '2_oilPressure_ch': '11.5', 'Number': 38394, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.4', '8_oilPressure_ch': '40.4', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '39.2'}
{'7_oilPressure_ch': '83.0', '6_oilPressure_ch': '39.2', 'time': '8-16-15-31', '2_oilPressure_ch': '11.0', 'Number': 38395, '4_oilPressure_ch': '0.0', '3_oilPressure_ch': '14.1', '8_oilPressure_ch': '42.3', '1_oilPressure_ch': '0.0', '5_oilPressure_ch': '40.2'}
